,entrez_id,refseq_ids,official_symbol,official_full_name,taxname
12888,403453,['NM_001002971'],ABCC1,ATP binding cassette subfamily C member 1,Canis lupus familiaris
12889,414896,['NM_001001777'],,,Gallus gallus
12890,53581,[],Gclc,Glutamate-cysteine ligase catalytic subunit,Drosophila melanogaster
12891,56615,"['NM_001347489', 'NM_001361307', 'NM_001361308', 'NM_001361309', 'NM_019946']",Mgst1,microsomal glutathione S-transferase 1,Mus musculus
12892,5723945,[],,,Chlamydomonas reinhardtii
12893,625249,"['NM_001037741', 'NM_001367995', 'NM_008162']",Gpx4,glutathione peroxidase 4,Mus musculus
12894,64317,['NM_022525'],Gpx3,glutathione peroxidase 3,Rattus norvegicus
12895,69065,['NM_026929'],Chac1,"ChaC, cation transport regulator 1",Mus musculus
12896,771783,[],,,Gallus gallus
12897,79094,"['NM_001142776', 'NM_024111']",CHAC1,ChaC glutathione specific gamma-glutamylcyclotransferase 1,Homo sapiens
12898,816710,[],,,Arabidopsis thaliana
12899,8248,[],,,Homo sapiens
12900,828409,[],,,Arabidopsis thaliana
12901,853218,[],,,Saccharomyces cerevisiae S288C
12902,853842,[],,,Saccharomyces cerevisiae S288C
12903,854108,[],,,Saccharomyces cerevisiae S288C
12904,854855,[],,,Saccharomyces cerevisiae S288C
12905,856014,[],,,Saccharomyces cerevisiae S288C
12906,100134932,[],,,Ovis aries
12907,107817426,[],,,Nicotiana tabacum
12908,14447,"['NM_001290631', 'NM_008085']",Gapdhs,"glyceraldehyde-3-phosphate dehydrogenase, spermatogenic",Mus musculus
12909,24383,['NM_017008'],Gapdh,glyceraldehyde-3-phosphate dehydrogenase,Rattus norvegicus
12910,374193,['NM_204305'],GAPDH,glyceraldehyde-3-phosphate dehydrogenase,Gallus gallus
12911,396823,['NM_001206359'],GAPDH,glyceraldehyde-3-phosphate dehydrogenase,Sus scrofa
12912,66020,['NM_023964'],Gapdhs,"glyceraldehyde-3-phosphate dehydrogenase, spermatogenic",Rattus norvegicus
12913,819567,[],,,Arabidopsis thaliana
12914,853106,[],,,Saccharomyces cerevisiae S288C
12915,853395,[],,,Saccharomyces cerevisiae S288C
12916,11828,['NM_016689'],Aqp3,aquaporin 3,Mus musculus
12917,11832,"['NM_001378638', 'NM_001378639', 'NM_001378640', 'NM_001378641', 'NM_001378642', 'NM_007473']",Aqp7,aquaporin 7,Mus musculus
12918,17035736,[],,,Escherichia coli
12919,29171,['NM_019157'],Aqp7,aquaporin 7,Rattus norvegicus
12920,3416461,[],,,Macaca fuscata rhadinovirus
12921,3771916,[],Gr64e,Gustatory receptor 64e,Drosophila melanogaster
12922,398098,[],aqp3.S,aquaporin 3 (Gill blood group) S homeolog,Xenopus laevis
12923,65133,['NM_031703'],Aqp3,aquaporin 3 (Gill blood group),Rattus norvegicus
12924,780866,['NM_001079794'],AQP3,aquaporin 3,Bos taurus
12925,852796,[],,,Saccharomyces cerevisiae S288C
12926,854758,[],,,Saccharomyces cerevisiae S288C
12927,856791,[],,,Saccharomyces cerevisiae S288C
12928,494490,['NM_001030073'],slc6a9,solute carrier family 6 member 9,Danio rerio
12929,855227,[],,,Saccharomyces cerevisiae S288C
12930,24530531,[],,,Plasmodium reichenowi
12931,3183214,[],,,Aromatoleum aromaticum EbN1
12932,15568,['NM_010485'],Elavl1,"ELAV (embryonic lethal, abnormal vision)-like 1 (Hu antigen R)",Mus musculus
12933,29634,['NM_017266'],Ldhc,lactate dehydrogenase C,Rattus norvegicus
12934,101212957,['NM_001280612'],,,Cucumis sativus
12935,106419020,[],,,Brassica napus
12936,23853,['NM_027185'],Def6,differentially expressed in FDCP 6,Mus musculus
12937,850543,[],,,Saccharomyces cerevisiae S288C
12938,855449,[],,,Saccharomyces cerevisiae S288C
12939,8567,"['NM_001135943', 'NM_001135944', 'NM_001376571', 'NM_001376572', 'NM_001376573', 'NM_001376574', 'NM_001376575', 'NM_001376576', 'NM_001376577', 'NM_001376578', 'NM_001376579', 'NM_001376580', 'NM_001376581', 'NM_001376582', 'NM_001376583', 'NM_001376584', 'NM_001376585', 'NM_001376586', 'NM_001376593', 'NM_001376594', 'NM_001376595', 'NM_001376596', 'NM_001376597', 'NM_001376598', 'NM_001376599', 'NM_001376600', 'NM_001376601', 'NM_001376602', 'NM_001376603', 'NM_001376604', 'NM_001376605', 'NM_001376606', 'NM_001376607', 'NM_001376608', 'NM_001376609', 'NM_001376610', 'NM_001376611', 'NM_001376612', 'NM_001376613', 'NM_001376614', 'NM_001376615', 'NM_001376616', 'NM_001376617', 'NM_001376618', 'NM_001376619', 'NM_001376620', 'NM_001376621', 'NM_001376622', 'NM_001376623', 'NM_001376624', 'NM_001376625', 'NM_001376626', 'NM_001376627', 'NM_001376628', 'NM_001376629', 'NM_001376630', 'NM_001376631', 'NM_001376632', 'NM_001376633', 'NM_001376634', 'NM_001376635', 'NM_001376636', 'NM_001376637', 'NM_001376638', 'NM_001376639', 'NM_001376640', 'NM_001376641', 'NM_001376642', 'NM_001376643', 'NM_001376644', 'NM_001376645', 'NM_001376646', 'NM_001376647', 'NM_001376648', 'NM_001376649', 'NM_001376650', 'NM_001376651', 'NM_001376652', 'NM_001376653', 'NM_001376654', 'NM_001376655', 'NM_001376656', 'NM_001376657', 'NM_001376658', 'NM_001376659', 'NM_001376660', 'NM_001376661', 'NM_001376662', 'NM_001376663', 'NM_003682', 'NM_130470', 'NM_130471', 'NM_130472', 'NM_130473', 'NM_130474', 'NM_130475', 'NM_130476']",MADD,MAP kinase activating death domain,Homo sapiens
12940,21939,"['NM_011611', 'NM_170702', 'NM_170703', 'NM_170704']",Cd40,CD40 antigen,Mus musculus
12941,3171928,[],,,Anaplasma marginale str. St. Maries
12942,345611,"['NM_001145805', 'NM_001346557']",IRGM,immunity related GTPase M,Homo sapiens
12943,56681,"['NM_001142648', 'NM_020150']",SAR1A,secretion associated Ras related GTPase 1A,Homo sapiens
12944,10102,"['NM_001172695', 'NM_001172696', 'NM_001172697', 'NM_005726']",TSFM,"Ts translation elongation factor, mitochondrial",Homo sapiens
12945,2634,['NM_004120'],GBP2,guanylate binding protein 2,Homo sapiens
12946,282029,['NM_174446'],RAB3A,"RAB3A, member RAS oncogene family",Bos taurus
12947,39433,[],eIF2beta,eukaryotic translation initiation factor 2 subunit beta,Drosophila melanogaster
12948,828792,[],,,Arabidopsis thaliana
12949,9669,['NM_015904'],EIF5B,eukaryotic translation initiation factor 5B,Homo sapiens
12950,100189578,[],,,Xenopus laevis
12951,14469,['NM_010260'],Gbp2,guanylate binding protein 2,Mus musculus
12952,19339,"['NM_001166399', 'NM_001328047', 'NM_001378892', 'NM_001378893', 'NM_009001']",Rab3a,"RAB3A, member RAS oncogene family",Mus musculus
12953,221547,[],RANP1,RAN pseudogene 1,Homo sapiens
12954,25532,['NM_013019'],Rab4a,"RAB4A, member RAS oncogene family",Rattus norvegicus
12955,2633,['NM_002053'],GBP1,guanylate binding protein 1,Homo sapiens
12956,26354,"['NM_014366', 'NM_206825', 'NM_206826']",GNL3,G protein nucleolar 3,Homo sapiens
12957,287026,['NM_174817'],PLCB1,phospholipase C beta 1,Bos taurus
12958,396229,['NM_205292'],,,Gallus gallus
12959,4261,"['NM_000246', 'NM_001286402', 'NM_001286403', 'NM_001379330', 'NM_001379331', 'NM_001379332', 'NM_001379333', 'NM_001379334']",CIITA,class II major histocompatibility complex transactivator,Homo sapiens
12960,4599,"['NM_001144925', 'NM_001178046', 'NM_001282920', 'NM_002462']",MX1,MX dynamin like GTPase 1,Homo sapiens
12961,55738,"['NM_001281482', 'NM_001281483', 'NM_001281484', 'NM_018209', 'NM_175609']",ARFGAP1,ADP ribosylation factor GTPase activating protein 1,Homo sapiens
12962,5867,"['NM_001271998', 'NM_004578']",RAB4A,"RAB4A, member RAS oncogene family",Homo sapiens
12963,64310,['NM_022518'],Arf1,ADP-ribosylation factor 1,Rattus norvegicus
12964,64465,['NM_171994'],Cdc42,cell division cycle 42,Rattus norvegicus
12965,7247,"['NM_001261401', 'NM_004622']",TSN,translin,Homo sapiens
12966,7818,"['NM_001199849', 'NM_001199850', 'NM_001199851', 'NM_004632', 'NM_033657']",DAP3,death associated protein 3,Homo sapiens
12967,81757,['NM_031093'],Rala,RAS like proto-oncogene A,Rattus norvegicus
12968,850930,[],,,Saccharomyces cerevisiae S288C
12969,851000,[],,,Saccharomyces cerevisiae S288C
12970,851335,[],,,Saccharomyces cerevisiae S288C
12971,852462,[],,,Saccharomyces cerevisiae S288C
12972,853537,[],,,Saccharomyces cerevisiae S288C
12973,853870,[],,,Saccharomyces cerevisiae S288C
12974,855883,[],,,Saccharomyces cerevisiae S288C
12975,855884,[],,,Saccharomyces cerevisiae S288C
12976,100136729,['NM_001124688'],,,Oncorhynchus mykiss
12977,100314053,[],Mir210,microRNA 210,Rattus norvegicus
12978,12014,['NM_001109661'],Bach2,"BTB and CNC homology, basic leucine zipper transcription factor 2",Mus musculus
12979,12892,['NM_007757'],Cpox,coproporphyrinogen oxidase,Mus musculus
12980,1371,['NM_000097'],CPOX,coproporphyrinogen oxidase,Homo sapiens
12981,15288,"['NM_001110251', 'NM_013551']",Hmbs,hydroxymethylbilane synthase,Mus musculus
12982,15458,['NM_017371'],Hpx,hemopexin,Mus musculus
12983,15467,['NM_013557'],Eif2ak1,eukaryotic translation initiation factor 2 alpha kinase 1,Mus musculus
12984,19044,['NM_008911'],Ppox,protoporphyrinogen oxidase,Mus musculus
12985,22041,['NM_133977'],Trf,transferrin,Mus musculus
12986,22276,"['NM_001302085', 'NM_001302086', 'NM_001302087', 'NM_001360164', 'NM_009479']",Uros,uroporphyrinogen III synthase,Mus musculus
12987,25021143,[],,,Dipturus trachyderma
12988,25709,['NM_013168'],Hmbs,hydroxymethylbilane synthase,Rattus norvegicus
12989,2685572,[],,,Geobacter sulfurreducens PCA
12990,2715597,[],,,Spinacia oleracea
12991,280844,['NM_173933'],LPO,lactoperoxidase,Bos taurus
12992,29504140,[],,,Achromobacter xylosoxidans
12993,304127,['NM_001107113'],,,Rattus norvegicus
12994,3718637,[],,,Rhodobacter sphaeroides 2.4.1
12995,396241,['NM_205304'],TF,transferrin (ovotransferrin),Gallus gallus
12996,396287,['NM_205344'],,,Gallus gallus
12997,39999,[],Eip75B,Ecdysone-induced protein 75B,Drosophila melanogaster
12998,487648,[],,,Canis lupus familiaris
12999,547612,['NM_001317450'],,,Glycine max
13000,552895,['NM_001018012'],,,Gallus gallus
13001,553688,"['NM_001020663', 'NM_001384147']",bach1b,"BTB and CNC homology 1, basic leucine zipper transcription factor 1 b",Danio rerio
13002,55652,['NM_017842'],SLC48A1,solute carrier family 48 member 1,Homo sapiens
13003,571,"['NM_001186', 'NM_206866']",BACH1,BTB domain and CNC homolog 1,Homo sapiens
13004,5723799,[],,,Chlamydomonas reinhardtii
13005,58215,['NM_131631'],fech,ferrochelatase,Danio rerio
13006,64242,"['NM_001294308', 'NM_022414']",Ngb,neuroglobin,Mus musculus
13007,711007,[],HPX,hemopexin,Macaca mulatta
13008,7390,"['NM_000375', 'NM_001324036', 'NM_001324037', 'NM_001324038', 'NM_001324039']",UROS,uroporphyrinogen III synthase,Homo sapiens
13009,7701557,[],,,Escherichia coli
13010,790571,[],,,Bos taurus
13011,801484,[],,,Chlamydomonas reinhardtii
13012,808513,[],,,Sus scrofa
13013,850415,[],,,Saccharomyces cerevisiae S288C
13014,851614,[],,,Saccharomyces cerevisiae S288C
13015,853506,[],,,Saccharomyces cerevisiae S288C
13016,855675,[],,,Saccharomyces cerevisiae S288C
13017,856178,[],,,Saccharomyces cerevisiae S288C
13018,856448,[],,,Saccharomyces cerevisiae S288C
13019,881550,[],,,Pseudomonas aeruginosa PAO1
13020,886748,[],,,Mycobacterium tuberculosis H37Rv
13021,9001,"['NM_001079870', 'NM_001079871', 'NM_001367459', 'NM_001367460', 'NM_001367461', 'NM_001367462', 'NM_177977']",HAP1,huntingtin associated protein 1,Homo sapiens
13022,445525,['NM_001004037'],,,Sus scrofa
13023,16019,[],Ighm,immunoglobulin heavy constant mu,Mus musculus
13024,29421,['NM_019209'],Urod,uroporphyrinogen decarboxylase,Rattus norvegicus
13025,100216361,['NM_001173059'],,,Cavia porcellus
13026,100352602,[],,,Oryctolagus cuniculus
13027,100379599,['NM_001173399'],,,Cavia porcellus
13028,100719978,[],,,Cavia porcellus
13029,101096483,[],HDC,histidine decarboxylase,Felis catus
13030,101119230,[],,,Ovis aries
13031,109740,[],H1,histocompatibility 1,Mus musculus
13032,16396,"['NM_001243712', 'NM_008395']",Itch,"itchy, E3 ubiquitin protein ligase",Mus musculus
13033,20299,['NM_009137'],Ccl22,chemokine (C-C motif) ligand 22,Mus musculus
13034,20302,['NM_011337'],Ccl3,chemokine (C-C motif) ligand 3,Mus musculus
13035,24495,['NM_031513'],Il3,interleukin 3,Rattus norvegicus
13036,281231,['NM_174083'],,,Bos taurus
13037,281477,['NM_174176'],SCG2,secretogranin II,Bos taurus
13038,3078,"['NM_001379306', 'NM_001379307', 'NM_001379308', 'NM_001379309', 'NM_001379310', 'NM_001379311', 'NM_001379312', 'NM_002113']",CFHR1,complement factor H related 1,Homo sapiens
13039,311567,['NM_001005887'],Itch,itchy E3 ubiquitin protein ligase,Rattus norvegicus
13040,36076,[],Hdc,Histidine decarboxylase,Drosophila melanogaster
13041,360918,['NM_001007729'],Pf4,platelet factor 4,Rattus norvegicus
13042,403813,[],HRH1,histamine receptor H1,Canis lupus familiaris
13043,403850,['NM_001003200'],CXCL8,C-X-C motif chemokine ligand 8,Canis lupus familiaris
13044,41426,[],HisCl1,Histamine-gated chloride channel subunit 1,Drosophila melanogaster
13045,42521,[],e,ebony,Drosophila melanogaster
13046,50682,['NM_017341'],Lipf,"lipase F, gastric type",Rattus norvegicus
13047,521257,[],HRH2,histamine receptor H2,Bos taurus
13048,64825,['NM_022857'],N5,DNA binding protein N5,Rattus norvegicus
13049,793609,['NM_001102593'],hdc,histidine decarboxylase,Danio rerio
13050,8034,"['NM_001324312', 'NM_001324313', 'NM_001324314', 'NM_001324315', 'NM_001324317', 'NM_152707']",SLC25A16,solute carrier family 25 member 16,Homo sapiens
13051,21664,['NM_009344'],Phlda1,"pleckstrin homology like domain, family A, member 1",Mus musculus
13052,114332,['NM_053247'],Lyve1,lymphatic vessel endothelial hyaluronan receptor 1,Mus musculus
13053,281057,['NM_174013'],CD44,CD44 molecule,Bos taurus
13054,100071524,[],,,Equus caballus
13055,100127468,['NM_001113062'],CRH,corticotropin releasing hormone,Sus scrofa
13056,100135556,['NM_001172968'],,,Cavia porcellus
13057,100136024,['NM_001124347'],,,Oncorhynchus mykiss
13058,100136653,['NM_001124627'],,,Oncorhynchus mykiss
13059,100136786,['NM_001124730'],,,Oncorhynchus mykiss
13060,100302444,['NM_001163133'],,,Oryzias latipes
13061,100342395,[],,,Oryctolagus cuniculus
13062,100716009,[],,,Cavia porcellus
13063,101118224,[],,,Ovis aries
13064,101119440,[],,,Ovis aries
13065,101122470,[],,,Ovis aries
13066,101925337,['NM_001285103'],,,Macaca fascicularis
13067,105606264,[],,,Ovis aries
13068,116639,['NM_053860'],Cux1,cut-like homeobox 1,Rattus norvegicus
13069,1476778,[],,,Methanopyrus kandleri AV19
13070,16770,['NM_010679'],Lalba,"lactalbumin, alpha",Mus musculus
13071,2289,"['NM_001145775', 'NM_001145776', 'NM_001145777', 'NM_004117']",FKBP5,FKBP prolyl isomerase 5,Homo sapiens
13072,23532,"['NM_001291715', 'NM_001291716', 'NM_001291717', 'NM_001291719', 'NM_001318126', 'NM_001318127', 'NM_006115', 'NM_206953', 'NM_206954', 'NM_206955', 'NM_206956']",PRAME,PRAME nuclear receptor transcriptional regulator,Homo sapiens
13073,25285,['NM_012817'],Igfbp5,insulin-like growth factor binding protein 5,Rattus norvegicus
13074,280823,['NM_173920'],,,Bos taurus
13075,280840,['NM_173931'],LIF,LIF interleukin 6 family cytokine,Bos taurus
13076,3451,['NM_021268'],IFNA17,interferon alpha 17,Homo sapiens
13077,353221,['NM_181438'],pomca,proopiomelanocortin a,Danio rerio
13078,396736,['NM_213812'],,,Sus scrofa
13079,443406,['NM_001009392'],,,Ovis aries
13080,443409,['NM_001009395'],,,Ovis aries
13081,492507,['NM_001007379'],crhb,corticotropin releasing hormone b,Danio rerio
13082,506412,['NM_001075260'],,,Bos taurus
13083,513746,[],SERPINA6,serpin family A member 6,Bos taurus
13084,51435,"['NM_016240', 'NM_182826']",SCARA3,scavenger receptor class A member 3,Homo sapiens
13085,574280,['NM_001032903'],GHRL,ghrelin and obestatin prepropeptide,Macaca mulatta
13086,57733,"['NM_001128432', 'NM_001277225', 'NM_020973']",GBA3,glucosylceramidase beta 3 (gene/pseudogene),Homo sapiens
13087,698728,['NM_001042755'],LEP,leptin,Macaca mulatta
13088,700193,['NM_001042757'],,,Macaca mulatta
13089,701121,[],SERPINA6,serpin family A member 6,Macaca mulatta
13090,782203,[],,,Bos taurus
13091,796284,[],,,Danio rerio
13092,83596,"['NM_001040668', 'NM_001282516', 'NM_001282517', 'NM_001282519', 'NM_001282520', 'NM_001282521', 'NM_001385706', 'NM_138639']",BCL2L12,BCL2 like 12,Homo sapiens
13093,114769,"['NM_001394580', 'NM_052889']",CARD16,caspase recruitment domain family member 16,Homo sapiens
13094,1912,"['NM_001330488', 'NM_001385109', 'NM_001385112', 'NM_001385119', 'NM_001385120', 'NM_001385121', 'NM_001385122', 'NM_001385123', 'NM_004427', 'NM_198040']",PHC2,polyhomeotic homolog 2,Homo sapiens
13095,337873,[],H2BC20P,"H2B clustered histone 20, pseudogene",Homo sapiens
13096,102577714,['NM_001287987'],,,Solanum tuberosum
13097,10550,['NM_006407'],ARL6IP5,ADP ribosylation factor like GTPase 6 interacting protein 5,Homo sapiens
13098,107515,['NM_172671'],Lgr4,leucine-rich repeat-containing G protein-coupled receptor 4,Mus musculus
13099,107917962,['NM_001327144'],,,Gossypium hirsutum
13100,139341,['NM_173794'],FUNDC1,FUN14 domain containing 1,Homo sapiens
13101,511206,['NM_001113298'],MPO,myeloperoxidase,Bos taurus
13102,6591,['NM_003068'],SNAI2,snail family transcriptional repressor 2,Homo sapiens
13103,246221,"['NM_001162492', 'NM_001162493', 'NM_138670']",Mpst,mercaptopyruvate sulfurtransferase,Mus musculus
13104,6607,"['NM_017411', 'NM_022875', 'NM_022876', 'NM_022877']",SMN2,"survival of motor neuron 2, centromeric",Homo sapiens
13105,51329,"['NM_001002251', 'NM_001278378', 'NM_001278379', 'NM_001278380', 'NM_016638', 'NM_018694']",ARL6IP4,ADP ribosylation factor like GTPase 6 interacting protein 4,Homo sapiens
13106,404002,[],EPO,erythropoietin,Canis lupus familiaris
13107,443540,['NM_001024860'],,,Ovis aries
13108,23918,"['NM_001378921', 'NM_011830']",Impdh2,inosine monophosphate dehydrogenase 2,Mus musculus
13109,43873,[],ras,raspberry,Drosophila melanogaster
13110,108709235,[],slc5a3.S,solute carrier family 5 member 3 S homeolog,Xenopus laevis
13111,114134,['NM_052885'],SLC2A13,solute carrier family 2 member 13,Homo sapiens
13112,114507,['NM_053715'],Slc5a3,solute carrier family 5 member 3,Rattus norvegicus
13113,171147,['NM_133611'],Slc2a13,solute carrier family 2 member 13,Rattus norvegicus
13114,399097,['NM_001090283'],gsk3b.L,glycogen synthase kinase 3 beta L homeolog,Xenopus laevis
13115,53881,['NM_017391'],Slc5a3,"solute carrier family 5 (inositol transporters), member 3",Mus musculus
13116,839902,[],,,Arabidopsis thaliana
13117,851580,[],,,Saccharomyces cerevisiae S288C
13118,852108,[],,,Saccharomyces cerevisiae S288C
13119,100857838,['NM_001389477'],,,Gallus gallus
13120,101122868,[],,,Ovis aries
13121,21819,['NM_009375'],Tg,thyroglobulin,Mus musculus
13122,100009154,['NM_001082315'],,,Oryctolagus cuniculus
13123,100050728,['NM_001168327'],,,Equus caballus
13124,100062811,['NM_001252054'],,,Equus caballus
13125,100125333,['NM_001303207'],,,Meleagris gallopavo
13126,100127084,[],,,Triticum aestivum
13127,100146633,[],,,Equus caballus
13128,100302458,"['NM_001163180', 'NM_001171099']",,,Oryctolagus cuniculus
13129,100323610,[],,,Sus scrofa
13130,100689395,['NM_001246819'],,,Cricetulus griseus
13131,100721922,[],,,Cavia porcellus
13132,100752766,[],,,Cricetulus griseus
13133,100762132,[],,,Cricetulus griseus
13134,100773523,[],,,Cricetulus griseus
13135,102129291,[],,,Macaca fascicularis
13136,105103507,['NM_001303567'],,,Camelus dromedarius
13137,105327516,['NM_001305338'],,,Crassostrea gigas
13138,107789800,['NM_001325479'],,,Nicotiana tabacum
13139,108708604,[],slc11a2.L,solute carrier family 11 member 2 L homeolog,Xenopus laevis
13140,109241,"['NM_001290656', 'NM_029924']",Mbd5,methyl-CpG binding domain protein 5,Mus musculus
13141,1103993,[],,,Nostoc sp. PCC 7120
13142,11152,"['NM_001029896', 'NM_007075']",WDR45,WD repeat domain 45,Homo sapiens
13143,117240,['NM_133304'],Heph,hephaestin,Rattus norvegicus
13144,14297,['NM_008044'],Fxn,frataxin,Mus musculus
13145,14319,['NM_010239'],Fth1,ferritin heavy polypeptide 1,Mus musculus
13146,14325,['NM_010240'],Ftl1,ferritin light polypeptide 1,Mus musculus
13147,151176,['NM_001291832'],ERFE,erythroferrone,Homo sapiens
13148,15203,"['NM_001159627', 'NM_001159628', 'NM_010417', 'NM_181273']",Heph,hephaestin,Mus musculus
13149,17082,"['NM_001025602', 'NM_001294171', 'NM_010743']",Il1rl1,interleukin 1 receptor-like 1,Mus musculus
13150,170840,['NM_133315'],,,Rattus norvegicus
13151,171934,[],,,Caenorhabditis elegans
13152,174590,[],,,Caenorhabditis elegans
13153,1761,"['NM_001363767', 'NM_021951']",DMRT1,doublesex and mab-3 related transcription factor 1,Homo sapiens
13154,179138,[],,,Caenorhabditis elegans
13155,1797894,[],,,Deinococcus radiodurans R1
13156,18022,"['NM_001302338', 'NM_001302339', 'NM_001302340', 'NM_001302341', 'NM_001302343', 'NM_008685']",Nfe2,"nuclear factor, erythroid derived 2",Mus musculus
13157,180359,[],,,Caenorhabditis elegans
13158,18173,['NM_013612'],Slc11a1,"solute carrier family 11 (proton-coupled divalent metal ion transporters), member 1",Mus musculus
13159,192142,[],,,Homo sapiens
13160,19416,['NM_009026'],Rasd1,"RAS, dexamethasone-induced 1",Mus musculus
13161,213053,"['NM_001135151', 'NM_001135152', 'NM_144808']",Slc39a14,"solute carrier family 39 (zinc transporter), member 14",Mus musculus
13162,22042,"['NM_001357298', 'NM_011638']",Tfrc,transferrin receptor,Mus musculus
13163,22413,['NM_023653'],Wnt2,"wingless-type MMTV integration site family, member 2",Mus musculus
13164,227358,['NM_173395'],Erfe,erythroferrone,Mus musculus
13165,23547381,[],,,Saccharomyces cerevisiae S288C
13166,23983,['NM_011865'],Pcbp1,poly(rC) binding protein 1,Mus musculus
13167,242960,"['NM_001159963', 'NM_178729']",Fbxl5,F-box and leucine-rich repeat protein 5,Mus musculus
13168,246696,"['NM_001356944', 'NM_145156']",Slc25a28,"solute carrier family 25, member 28",Mus musculus
13169,25319,['NM_012848'],Fth1,ferritin heavy chain 1,Rattus norvegicus
13170,25715,['NM_013173'],Slc11a2,solute carrier family 11 member 2,Rattus norvegicus
13171,258498,['NM_146505'],Olfr148,olfactory receptor 148,Mus musculus
13172,26234,"['NM_001193534', 'NM_001193535', 'NM_012161']",FBXL5,F-box and leucine rich repeat protein 5,Homo sapiens
13173,2657103,[],,,Vibrio anguillarum 775
13174,27057,"['NM_001033988', 'NM_001284319', 'NM_019744']",Ncoa4,nuclear receptor coactivator 4,Mus musculus
13175,288562,['NM_001105916'],Tfr2,transferrin receptor 2,Rattus norvegicus
13176,29199,"['NM_001173434', 'NM_001173435', 'NM_053301']",Hfe,homeostatic iron regulator,Rattus norvegicus
13177,29292,['NM_022500'],Ftl1,ferritin light chain 1,Rattus norvegicus
13178,29395845,[],,,Staphylococcus xylosus
13179,295455,['NM_001011952'],,,Rattus norvegicus
13180,295669,['NM_001011954'],Cybrd1,cytochrome b reductase 1,Rattus norvegicus
13181,30060,['NM_013900'],Meltf,melanotransferrin,Mus musculus
13182,30061,['NM_014585'],SLC40A1,solute carrier family 40 member 1,Homo sapiens
13183,30255,['NM_001291499'],tfa,transferrin-a,Danio rerio
13184,310681,['NM_001012080'],Hjv,hemojuvelin BMP co-receptor,Rattus norvegicus
13185,31845,[],fh,frataxin,Drosophila melanogaster
13186,321932,['NM_001045281'],hjv,hemojuvelin BMP co-receptor,Danio rerio
13187,326397,[],Bp1,Blood pressure QTL 1,Rattus norvegicus
13188,3550,['NM_006083'],IK,IK cytokine,Homo sapiens
13189,394252,['NM_201376'],Serpinb3d,"serine (or cysteine) peptidase inhibitor, clade B (ovalbumin), member 3D",Mus musculus
13190,395970,['NM_205086'],,,Gallus gallus
13191,396191,['NM_205256'],,,Gallus gallus
13192,396996,['NM_001244653'],,,Sus scrofa
13193,397207,['NM_214117'],HAMP,hepcidin antimicrobial peptide,Sus scrofa
13194,397414,['NM_214209'],ACP5,"acid phosphatase 5, tartrate resistant",Sus scrofa
13195,42490,[],Mvl,Malvolio,Drosophila melanogaster
13196,42689,[],Irp-1A,Iron regulatory protein 1A,Drosophila melanogaster
13197,43353,[],mfrn,mitoferrin,Drosophila melanogaster
13198,43533,[],Zip99C,Zinc/iron regulated transporter-related protein 99C,Drosophila melanogaster
13199,443000,[],,,Ovis aries
13200,443302,['NM_001024737'],,,Ovis aries
13201,46415,[],Fer1HCH,Ferritin 1 heavy chain homologue,Drosophila melanogaster
13202,504698,['NM_001206577'],TFRC,transferrin receptor,Bos taurus
13203,50655,['NM_017321'],Aco1,aconitase 1,Rattus norvegicus
13204,50765,"['NM_001289507', 'NM_001289509', 'NM_001289511', 'NM_001359206', 'NM_015799']",Tfr2,transferrin receptor 2,Mus musculus
13205,5094,"['NM_001098620', 'NM_001128911', 'NM_001128912', 'NM_001128913', 'NM_001128914', 'NM_005016', 'NM_031989']",PCBP2,poly(rC) binding protein 2,Homo sapiens
13206,51312,"['NM_001317812', 'NM_001317813', 'NM_001317814', 'NM_016612']",SLC25A37,solute carrier family 25 member 37,Homo sapiens
13207,517002,['NM_001256558'],ACP5,"acid phosphatase 5, tartrate resistant",Bos taurus
13208,541815,['NM_001111496'],,,Zea mays
13209,542553,['NM_001112093'],,,Zea mays
13210,547824,['NM_001251572'],,,Glycine max
13211,547923,['NM_001249224'],,,Glycine max
13212,5718678,[],,,Chlamydomonas reinhardtii
13213,5719589,[],,,Chlamydomonas reinhardtii
13214,5720015,[],,,Chlamydomonas reinhardtii
13215,58153,['NM_131629'],slc40a1,solute carrier family 40 member 1,Danio rerio
13216,617916,['NM_001177741'],TFR2,transferrin receptor 2,Bos taurus
13217,64116,"['NM_001135146', 'NM_001135147', 'NM_001135148', 'NM_022154']",SLC39A8,solute carrier family 39 member 8,Homo sapiens
13218,64383,"['NM_001122765', 'NM_001122766', 'NM_022432']",Sirt2,sirtuin 2,Mus musculus
13219,64602,['NM_022655'],Ireb2,iron responsive element binding protein 2,Mus musculus
13220,64678,['NM_022712'],Tfrc,transferrin receptor,Rattus norvegicus
13221,67017,['NM_025912'],Fam210b,"family with sequence similarity 210, member B",Mus musculus
13222,67634,['NM_026286'],Ftmt,ferritin mitochondrial,Mus musculus
13223,678623,['NM_001040370'],slc11a2,solute carrier family 11 member 2,Danio rerio
13224,68428,"['NM_001085409', 'NM_001379354', 'NM_001379355', 'NM_133186']",Steap3,STEAP family member 3,Mus musculus
13225,692564,['NM_001043549'],,,Bombyx mori
13226,69585,['NM_027126'],Hjv,hemojuvelin BMP co-receptor,Mus musculus
13227,732916,['NM_001044115'],,,Bombyx mori
